id,Season,Match,Venue,Winner,Wonby,PlayerOfTheMatch,Team1Players,Team2Players,Team1,Team1Run,Team2,Team2run
1312200,2022,Final,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Wickets,HH Pandya,"YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,SO Hetmyer,R Ashwin,R Parag,TA Boult,OC McCoy,M Prasidh Krishna,YS Chahal","WP Saha,Shubman Gill,MS Wade,HH Pandya,DA Miller,R Tewatia,Rashid Khan,R Sai Kishore,LH Ferguson,Yash Dayal,Mohammed Shami",Rajasthan Royals,130,Gujarat Titans,133
1312199,2022,Qualifier 2,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Wickets,JC Buttler,"V Kohli,F du Plessis,RM Patidar,GJ Maxwell,MK Lomror,KD Karthik,Shahbaz Ahmed,PWH de Silva,HV Patel,JR Hazlewood,Mohammed Siraj","YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,SO Hetmyer,R Parag,R Ashwin,TA Boult,YS Chahal,M Prasidh Krishna,OC McCoy",Royal Challengers Bangalore,157,Rajasthan Royals,161
1312198,2022,Eliminator,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Runs,RM Patidar,"V Kohli,F du Plessis,RM Patidar,GJ Maxwell,MK Lomror,KD Karthik,Shahbaz Ahmed,HV Patel,PWH de Silva,JR Hazlewood,Mohammed Siraj","Q de Kock,KL Rahul,M Vohra,DJ Hooda,MP Stoinis,E Lewis,KH Pandya,PVD Chameera,Mohsin Khan,Avesh Khan,Ravi Bishnoi",Royal Challengers Bangalore,207,Lucknow Super Giants,193
1312197,2022,Qualifier 1,"Eden Gardens, Kolkata",Gujarat Titans,Wickets,DA Miller,"YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,SO Hetmyer,R Parag,R Ashwin,TA Boult,YS Chahal,M Prasidh Krishna,OC McCoy","WP Saha,Shubman Gill,MS Wade,HH Pandya,DA Miller,R Tewatia,Rashid Khan,R Sai Kishore,AS Joseph,Yash Dayal,Mohammed Shami",Rajasthan Royals,188,Gujarat Titans,191
1304116,2022,70,"Wankhede Stadium, Mumbai",Punjab Kings,Wickets,Harpreet Brar,"PK Garg,Abhishek Sharma,RA Tripathi,AK Markram,N Pooran,Washington Sundar,R Shepherd,J Suchith,B Kumar,Umran Malik,Fazalhaq Farooqi","JM Bairstow,S Dhawan,M Shahrukh Khan,MA Agarwal,LS Livingstone,JM Sharma,PN Mankad,Harpreet Brar,K Rabada,NT Ellis,Arshdeep Singh",Sunrisers Hyderabad,157,Punjab Kings,160
1304115,2022,69,"Wankhede Stadium, Mumbai",Mumbai Indians,Wickets,JJ Bumrah,"PP Shaw,DA Warner,MR Marsh,RR Pant,SN Khan,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,A Nortje,KK Ahmed","Ishan Kishan,RG Sharma,D Brevis,Tilak Varma,TH David,Ramandeep Singh,DR Sams,HR Shokeen,JJ Bumrah,M Markande,RP Meredith",Delhi Capitals,159,Mumbai Indians,160
1304114,2022,68,"Brabourne Stadium, Mumbai",Rajasthan Royals,Wickets,R Ashwin,"RD Gaikwad,DP Conway,MM Ali,N Jagadeesan,AT Rayudu,MS Dhoni,MJ Santner,Simarjeet Singh,Mukesh Choudhary,PH Solanki,M Pathirana","YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,R Ashwin,SO Hetmyer,R Parag,TA Boult,YS Chahal,M Prasidh Krishna,OC McCoy",Chennai Super Kings,150,Rajasthan Royals,151
1304113,2022,67,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Wickets,V Kohli,"WP Saha,Shubman Gill,MS Wade,HH Pandya,DA Miller,R Tewatia,Rashid Khan,R Sai Kishore,LH Ferguson,Yash Dayal,Mohammed Shami","V Kohli,F du Plessis,GJ Maxwell,KD Karthik,RM Patidar,MK Lomror,Shahbaz Ahmed,HV Patel,PWH de Silva,JR Hazlewood,S Kaul",Gujarat Titans,168,Royal Challengers Bangalore,170
1304112,2022,66,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Runs,Q de Kock,"Q de Kock,KL Rahul,E Lewis,DJ Hooda,M Vohra,MP Stoinis,JO Holder,K Gowtham,Mohsin Khan,Avesh Khan,Ravi Bishnoi","VR Iyer,A Tomar,N Rana,SS Iyer,SW Billings,AD Russell,RK Singh,SP Narine,UT Yadav,TG Southee,CV Varun",Lucknow Super Giants,210,Kolkata Knight Riders,208
1304111,2022,65,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Runs,RA Tripathi,"Abhishek Sharma,PK Garg,RA Tripathi,N Pooran,AK Markram,KS Williamson,Washington Sundar,B Kumar,Umran Malik,T Natarajan,Fazalhaq Farooqi","RG Sharma,Ishan Kishan,DR Sams,Tilak Varma,TH David,T Stubbs,Ramandeep Singh,R Sanjay Yadav,JJ Bumrah,M Markande,RP Meredith",Sunrisers Hyderabad,193,Mumbai Indians,190
1304110,2022,64,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Runs,SN Thakur,"DA Warner,SN Khan,MR Marsh,Lalit Yadav,RR Pant,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,A Nortje,KK Ahmed","JM Bairstow,S Dhawan,PBB Rajapaksa,LS Livingstone,MA Agarwal,JM Sharma,Harpreet Brar,R Dhawan,RD Chahar,K Rabada,Arshdeep Singh",Delhi Capitals,159,Punjab Kings,142
1304109,2022,63,"Brabourne Stadium, Mumbai",Rajasthan Royals,Runs,TA Boult,"YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,R Parag,JDS Neesham,R Ashwin,TA Boult,M Prasidh Krishna,YS Chahal,OC McCoy","Q de Kock,KL Rahul,A Badoni,DJ Hooda,KH Pandya,MP Stoinis,JO Holder,PVD Chameera,Mohsin Khan,Avesh Khan,Ravi Bishnoi",Rajasthan Royals,178,Lucknow Super Giants,154
1304108,2022,62,"Wankhede Stadium, Mumbai",Gujarat Titans,Wickets,WP Saha,"RD Gaikwad,DP Conway,MM Ali,N Jagadeesan,S Dube,MS Dhoni,MJ Santner,PH Solanki,Simarjeet Singh,M Pathirana,Mukesh Choudhary","WP Saha,Shubman Gill,MS Wade,HH Pandya,DA Miller,R Tewatia,Rashid Khan,R Sai Kishore,AS Joseph,Yash Dayal,Mohammed Shami",Chennai Super Kings,133,Gujarat Titans,137
1304107,2022,61,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Runs,AD Russell,"VR Iyer,AM Rahane,N Rana,SS Iyer,SW Billings,RK Singh,AD Russell,SP Narine,UT Yadav,TG Southee,CV Varun","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Washington Sundar,Shashank Singh,M Jansen,B Kumar,Umran Malik,T Natarajan",Kolkata Knight Riders,177,Sunrisers Hyderabad,123
1304106,2022,60,"Brabourne Stadium, Mumbai",Punjab Kings,Runs,JM Bairstow,"JM Bairstow,S Dhawan,PBB Rajapaksa,LS Livingstone,MA Agarwal,JM Sharma,Harpreet Brar,R Dhawan,RD Chahar,K Rabada,Arshdeep Singh","V Kohli,F du Plessis,RM Patidar,MK Lomror,GJ Maxwell,KD Karthik,Shahbaz Ahmed,HV Patel,PWH de Silva,Mohammed Siraj,JR Hazlewood",Punjab Kings,209,Royal Challengers Bangalore,155
1304105,2022,59,"Wankhede Stadium, Mumbai",Mumbai Indians,Wickets,DR Sams,"RD Gaikwad,DP Conway,MM Ali,RV Uthappa,AT Rayudu,MS Dhoni,S Dube,DJ Bravo,Simarjeet Singh,M Theekshana,Mukesh Choudhary","Ishan Kishan,RG Sharma,DR Sams,Tilak Varma,T Stubbs,HR Shokeen,TH David,Ramandeep Singh,JJ Bumrah,RP Meredith,K Kartikeya",Chennai Super Kings,97,Mumbai Indians,103
1304104,2022,58,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Wickets,MR Marsh,"YBK Jaiswal,JC Buttler,R Ashwin,D Padikkal,SV Samson,R Parag,HE van der Dussen,TA Boult,M Prasidh Krishna,YS Chahal,KR Sen","KS Bharat,DA Warner,MR Marsh,RR Pant,R Powell,Lalit Yadav,AR Patel,SN Thakur,Kuldeep Yadav,A Nortje,C Sakariya",Rajasthan Royals,160,Delhi Capitals,161
1304103,2022,57,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Runs,Shubman Gill,"WP Saha,Shubman Gill,MS Wade,HH Pandya,DA Miller,R Tewatia,Rashid Khan,R Sai Kishore,AS Joseph,Yash Dayal,Mohammed Shami","Q de Kock,KL Rahul,DJ Hooda,KS Sharma,KH Pandya,A Badoni,MP Stoinis,JO Holder,Mohsin Khan,PVD Chameera,Avesh Khan",Gujarat Titans,144,Lucknow Super Giants,82
1304102,2022,56,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Runs,JJ Bumrah,"VR Iyer,AM Rahane,N Rana,SS Iyer,AD Russell,RK Singh,SP Jackson,PJ Cummins,SP Narine,TG Southee,CV Varun","RG Sharma,Ishan Kishan,Tilak Varma,Ramandeep Singh,TH David,KA Pollard,DR Sams,M Ashwin,K Kartikeya,JJ Bumrah,RP Meredith",Kolkata Knight Riders,165,Mumbai Indians,113
1304101,2022,55,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Runs,DP Conway,"RD Gaikwad,DP Conway,S Dube,AT Rayudu,MS Dhoni,MM Ali,RV Uthappa,DJ Bravo,Simarjeet Singh,M Theekshana,Mukesh Choudhary","DA Warner,KS Bharat,MR Marsh,RR Pant,R Powell,RV Patel,AR Patel,SN Thakur,Kuldeep Yadav,A Nortje,KK Ahmed",Chennai Super Kings,208,Delhi Capitals,117
1304100,2022,54,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Runs,PWH de Silva,"V Kohli,F du Plessis,RM Patidar,GJ Maxwell,KD Karthik,MK Lomror,Shahbaz Ahmed,PWH de Silva,HV Patel,JR Hazlewood,Mohammed Siraj","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,J Suchith,Shashank Singh,Kartik Tyagi,B Kumar,Umran Malik,Fazalhaq Farooqi",Royal Challengers Bangalore,192,Sunrisers Hyderabad,125
1304099,2022,53,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Runs,Avesh Khan,"Q de Kock,KL Rahul,DJ Hooda,KH Pandya,A Badoni,MP Stoinis,JO Holder,PVD Chameera,Avesh Khan,Mohsin Khan,Ravi Bishnoi","B Indrajith,AJ Finch,SS Iyer,N Rana,RK Singh,AD Russell,SP Narine,AS Roy,Shivam Mavi,TG Southee,Harshit Rana",Lucknow Super Giants,176,Kolkata Knight Riders,101
1304098,2022,52,"Wankhede Stadium, Mumbai",Rajasthan Royals,Wickets,YBK Jaiswal,"JM Bairstow,S Dhawan,PBB Rajapaksa,MA Agarwal,JM Sharma,LS Livingstone,R Dhawan,K Rabada,RD Chahar,Arshdeep Singh,Sandeep Sharma","YBK Jaiswal,JC Buttler,SV Samson,D Padikkal,SO Hetmyer,R Parag,R Ashwin,TA Boult,M Prasidh Krishna,YS Chahal,KR Sen",Punjab Kings,189,Rajasthan Royals,190
1304097,2022,51,"Brabourne Stadium, Mumbai",Mumbai Indians,Runs,TH David,"Ishan Kishan,RG Sharma,SA Yadav,Tilak Varma,KA Pollard,TH David,DR Sams,M Ashwin,K Kartikeya,JJ Bumrah,RP Meredith","WP Saha,Shubman Gill,HH Pandya,B Sai Sudharsan,DA Miller,R Tewatia,Rashid Khan,PJ Sangwan,LH Ferguson,AS Joseph,Mohammed Shami",Mumbai Indians,177,Gujarat Titans,172
1304096,2022,50,"Brabourne Stadium, Mumbai",Delhi Capitals,Runs,DA Warner,"Mandeep Singh,DA Warner,MR Marsh,RR Pant,R Powell,Lalit Yadav,RV Patel,SN Thakur,Kuldeep Yadav,A Nortje,KK Ahmed","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Shashank Singh,SA Abbott,S Gopal,Kartik Tyagi,B Kumar,Umran Malik",Delhi Capitals,207,Sunrisers Hyderabad,186
1304095,2022,49,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Runs,HV Patel,"V Kohli,F du Plessis,GJ Maxwell,MK Lomror,RM Patidar,KD Karthik,PWH de Silva,Shahbaz Ahmed,HV Patel,Mohammed Siraj,JR Hazlewood","RD Gaikwad,DP Conway,RV Uthappa,AT Rayudu,MM Ali,RA Jadeja,MS Dhoni,D Pretorius,Simarjeet Singh,M Theekshana,Mukesh Choudhary",Royal Challengers Bangalore,173,Chennai Super Kings,160
1304094,2022,48,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Wickets,K Rabada,"WP Saha,Shubman Gill,B Sai Sudharsan,HH Pandya,DA Miller,R Tewatia,Rashid Khan,PJ Sangwan,LH Ferguson,AS Joseph,Mohammed Shami","JM Bairstow,S Dhawan,PBB Rajapaksa,LS Livingstone,MA Agarwal,JM Sharma,R Dhawan,K Rabada,RD Chahar,Arshdeep Singh,Sandeep Sharma",Gujarat Titans,143,Punjab Kings,145
1304093,2022,47,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Wickets,RK Singh,"JC Buttler,D Padikkal,SV Samson,KK Nair,R Parag,SO Hetmyer,R Ashwin,TA Boult,M Prasidh Krishna,YS Chahal,KR Sen","B Indrajith,AJ Finch,SS Iyer,N Rana,RK Singh,AS Roy,AD Russell,SP Narine,UT Yadav,TG Southee,Shivam Mavi",Rajasthan Royals,152,Kolkata Knight Riders,158
1304092,2022,46,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Runs,RD Gaikwad,"RD Gaikwad,DP Conway,MS Dhoni,RA Jadeja,RV Uthappa,AT Rayudu,Simarjeet Singh,MJ Santner,D Pretorius,Mukesh Choudhary,M Theekshana","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Shashank Singh,Washington Sundar,M Jansen,B Kumar,T Natarajan,Umran Malik",Chennai Super Kings,202,Sunrisers Hyderabad,189
1304091,2022,45,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Runs,Mohsin Khan,"Q de Kock,KL Rahul,DJ Hooda,MP Stoinis,KH Pandya,A Badoni,JO Holder,Mohsin Khan,K Gowtham,PVD Chameera,Ravi Bishnoi","PP Shaw,DA Warner,MR Marsh,RR Pant,Lalit Yadav,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,Mustafizur Rahman,C Sakariya",Lucknow Super Giants,195,Delhi Capitals,189
1304090,2022,44,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Wickets,SA Yadav,"JC Buttler,D Padikkal,SV Samson,DJ Mitchell,SO Hetmyer,R Parag,R Ashwin,TA Boult,M Prasidh Krishna,YS Chahal,KR Sen","RG Sharma,Ishan Kishan,SA Yadav,Tilak Varma,KA Pollard,TH David,DR Sams,HR Shokeen,K Kartikeya,JJ Bumrah,RP Meredith",Rajasthan Royals,158,Mumbai Indians,161
1304089,2022,43,"Brabourne Stadium, Mumbai",Gujarat Titans,Wickets,R Tewatia,"V Kohli,F du Plessis,RM Patidar,GJ Maxwell,KD Karthik,Shahbaz Ahmed,MK Lomror,PWH de Silva,HV Patel,JR Hazlewood,Mohammed Siraj","WP Saha,Shubman Gill,B Sai Sudharsan,HH Pandya,DA Miller,R Tewatia,Rashid Khan,PJ Sangwan,AS Joseph,LH Ferguson,Mohammed Shami",Royal Challengers Bangalore,170,Gujarat Titans,174
1304088,2022,42,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Runs,KH Pandya,"Q de Kock,KL Rahul,DJ Hooda,KH Pandya,MP Stoinis,A Badoni,JO Holder,PVD Chameera,Mohsin Khan,Avesh Khan,Ravi Bishnoi","MA Agarwal,S Dhawan,JM Bairstow,PBB Rajapaksa,LS Livingstone,JM Sharma,R Dhawan,K Rabada,RD Chahar,Arshdeep Singh,Sandeep Sharma",Lucknow Super Giants,153,Punjab Kings,133
1304087,2022,41,"Wankhede Stadium, Mumbai",Delhi Capitals,Wickets,Kuldeep Yadav,"AJ Finch,VR Iyer,SS Iyer,B Indrajith,SP Narine,N Rana,AD Russell,RK Singh,UT Yadav,TG Southee,Harshit Rana","PP Shaw,DA Warner,MR Marsh,Lalit Yadav,RR Pant,R Powell,AR Patel,SN Thakur,Kuldeep Yadav,Mustafizur Rahman,C Sakariya",Kolkata Knight Riders,146,Delhi Capitals,150
1304086,2022,40,"Wankhede Stadium, Mumbai",Gujarat Titans,Wickets,Umran Malik,"Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Washington Sundar,Shashank Singh,M Jansen,B Kumar,T Natarajan,Umran Malik","WP Saha,Shubman Gill,HH Pandya,DA Miller,R Tewatia,A Manohar,Rashid Khan,LH Ferguson,AS Joseph,Yash Dayal,Mohammed Shami",Sunrisers Hyderabad,195,Gujarat Titans,199
1304085,2022,39,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Runs,R Parag,"JC Buttler,D Padikkal,R Ashwin,SV Samson,DJ Mitchell,R Parag,SO Hetmyer,TA Boult,M Prasidh Krishna,YS Chahal,KR Sen","V Kohli,F du Plessis,RM Patidar,GJ Maxwell,Shahbaz Ahmed,SS Prabhudessai,KD Karthik,PWH de Silva,HV Patel,Mohammed Siraj,JR Hazlewood",Rajasthan Royals,144,Royal Challengers Bangalore,115
1304084,2022,38,"Wankhede Stadium, Mumbai",Punjab Kings,Runs,S Dhawan,"MA Agarwal,S Dhawan,PBB Rajapaksa,LS Livingstone,JM Bairstow,JM Sharma,R Dhawan,K Rabada,RD Chahar,Arshdeep Singh,Sandeep Sharma","RD Gaikwad,RV Uthappa,MJ Santner,S Dube,AT Rayudu,RA Jadeja,MS Dhoni,D Pretorius,DJ Bravo,Mukesh Choudhary,M Theekshana",Punjab Kings,187,Chennai Super Kings,176
1304083,2022,37,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Runs,KL Rahul,"Q de Kock,KL Rahul,MK Pandey,MP Stoinis,KH Pandya,DJ Hooda,A Badoni,JO Holder,PVD Chameera,Ravi Bishnoi,Mohsin Khan","Ishan Kishan,RG Sharma,D Brevis,SA Yadav,Tilak Varma,KA Pollard,DR Sams,JD Unadkat,HR Shokeen,JJ Bumrah,RP Meredith",Lucknow Super Giants,168,Mumbai Indians,132
1304082,2022,36,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Wickets,M Jansen,"F du Plessis,Anuj Rawat,V Kohli,GJ Maxwell,SS Prabhudessai,Shahbaz Ahmed,KD Karthik,HV Patel,PWH de Silva,JR Hazlewood,Mohammed Siraj","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Shashank Singh,J Suchith,B Kumar,M Jansen,T Natarajan,Umran Malik",Royal Challengers Bangalore,68,Sunrisers Hyderabad,72
1304081,2022,35,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Runs,Rashid Khan,"WP Saha,Shubman Gill,HH Pandya,DA Miller,R Tewatia,Rashid Khan,A Manohar,LH Ferguson,AS Joseph,Yash Dayal,Mohammed Shami","SW Billings,SP Narine,SS Iyer,N Rana,RK Singh,VR Iyer,AD Russell,Shivam Mavi,UT Yadav,TG Southee,CV Varun",Gujarat Titans,156,Kolkata Knight Riders,148
1304080,2022,34,"Wankhede Stadium, Mumbai",Rajasthan Royals,Runs,JC Buttler,"JC Buttler,D Padikkal,SV Samson,SO Hetmyer,R Parag,KK Nair,R Ashwin,TA Boult,OC McCoy,M Prasidh Krishna,YS Chahal","PP Shaw,DA Warner,SN Khan,RR Pant,Lalit Yadav,AR Patel,SN Thakur,R Powell,Kuldeep Yadav,Mustafizur Rahman,KK Ahmed",Rajasthan Royals,222,Delhi Capitals,207
1304079,2022,33,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Wickets,Mukesh Choudhary,"RG Sharma,Ishan Kishan,D Brevis,SA Yadav,Tilak Varma,HR Shokeen,KA Pollard,DR Sams,JD Unadkat,RP Meredith,JJ Bumrah","RD Gaikwad,RV Uthappa,MJ Santner,AT Rayudu,S Dube,RA Jadeja,MS Dhoni,D Pretorius,DJ Bravo,Mukesh Choudhary,M Theekshana",Mumbai Indians,155,Chennai Super Kings,156
1304078,2022,32,"Brabourne Stadium, Mumbai",Delhi Capitals,Wickets,Kuldeep Yadav,"MA Agarwal,S Dhawan,JM Bairstow,LS Livingstone,JM Sharma,M Shahrukh Khan,K Rabada,NT Ellis,RD Chahar,Arshdeep Singh,VG Arora","PP Shaw,DA Warner,SN Khan,RR Pant,R Powell,Lalit Yadav,SN Thakur,AR Patel,Kuldeep Yadav,Mustafizur Rahman,KK Ahmed",Punjab Kings,115,Delhi Capitals,119
1304077,2022,31,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Runs,F du Plessis,"Anuj Rawat,F du Plessis,V Kohli,GJ Maxwell,SS Prabhudessai,Shahbaz Ahmed,KD Karthik,HV Patel,PWH de Silva,JR Hazlewood,Mohammed Siraj","Q de Kock,KL Rahul,MK Pandey,KH Pandya,DJ Hooda,A Badoni,MP Stoinis,JO Holder,PVD Chameera,Ravi Bishnoi,Avesh Khan",Royal Challengers Bangalore,181,Lucknow Super Giants,163
1304076,2022,30,"Brabourne Stadium, Mumbai",Rajasthan Royals,Runs,YS Chahal,"JC Buttler,D Padikkal,SV Samson,SO Hetmyer,R Parag,KK Nair,R Ashwin,TA Boult,OC McCoy,M Prasidh Krishna,YS Chahal","AJ Finch,SP Narine,SS Iyer,N Rana,AD Russell,VR Iyer,SP Jackson,Shivam Mavi,PJ Cummins,UT Yadav,CV Varun",Rajasthan Royals,217,Kolkata Knight Riders,210
1304075,2022,29,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Wickets,DA Miller,"RD Gaikwad,RV Uthappa,MM Ali,AT Rayudu,S Dube,RA Jadeja,MS Dhoni,DJ Bravo,CJ Jordan,M Theekshana,Mukesh Choudhary","WP Saha,Shubman Gill,V Shankar,A Manohar,DA Miller,R Tewatia,Rashid Khan,AS Joseph,LH Ferguson,Mohammed Shami,Yash Dayal",Chennai Super Kings,169,Gujarat Titans,170
1304074,2022,28,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Wickets,Umran Malik,"S Dhawan,P Simran Singh,JM Bairstow,LS Livingstone,JM Sharma,M Shahrukh Khan,OF Smith,K Rabada,RD Chahar,VG Arora,Arshdeep Singh","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Shashank Singh,J Suchith,B Kumar,M Jansen,T Natarajan,Umran Malik",Punjab Kings,151,Sunrisers Hyderabad,152
1304073,2022,27,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Runs,KD Karthik,"F du Plessis,Anuj Rawat,V Kohli,GJ Maxwell,SS Prabhudessai,Shahbaz Ahmed,KD Karthik,PWH de Silva,Mohammed Siraj,HV Patel,JR Hazlewood","PP Shaw,DA Warner,MR Marsh,RR Pant,R Powell,Lalit Yadav,SN Thakur,AR Patel,Kuldeep Yadav,Mustafizur Rahman,KK Ahmed",Royal Challengers Bangalore,189,Delhi Capitals,173
1304072,2022,26,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Runs,KL Rahul,"KL Rahul,Q de Kock,MK Pandey,MP Stoinis,DJ Hooda,KH Pandya,A Badoni,JO Holder,PVD Chameera,Avesh Khan,Ravi Bishnoi","Ishan Kishan,RG Sharma,D Brevis,SA Yadav,Tilak Varma,KA Pollard,FA Allen,JD Unadkat,M Ashwin,JJ Bumrah,TS Mills",Lucknow Super Giants,199,Mumbai Indians,181
1304071,2022,25,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Wickets,RA Tripathi,"VR Iyer,AJ Finch,SS Iyer,SP Narine,N Rana,SP Jackson,AD Russell,PJ Cummins,Aman Hakim Khan,UT Yadav,CV Varun","Abhishek Sharma,KS Williamson,RA Tripathi,AK Markram,N Pooran,Shashank Singh,J Suchith,M Jansen,B Kumar,T Natarajan,Umran Malik",Kolkata Knight Riders,175,Sunrisers Hyderabad,176
1304070,2022,24,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Runs,HH Pandya,"MS Wade,Shubman Gill,V Shankar,HH Pandya,A Manohar,DA Miller,R Tewatia,Rashid Khan,Mohammed Shami,LH Ferguson,Yash Dayal","JC Buttler,D Padikkal,R Ashwin,SV Samson,HE van der Dussen,SO Hetmyer,R Parag,JDS Neesham,M Prasidh Krishna,YS Chahal,KR Sen",Gujarat Titans,192,Rajasthan Royals,155
1304069,2022,23,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Runs,MA Agarwal,"MA Agarwal,S Dhawan,JM Bairstow,LS Livingstone,JM Sharma,M Shahrukh Khan,OF Smith,K Rabada,RD Chahar,VG Arora,Arshdeep Singh","RG Sharma,Ishan Kishan,D Brevis,Tilak Varma,SA Yadav,KA Pollard,JD Unadkat,M Ashwin,JJ Bumrah,TS Mills,Basil Thampi",Punjab Kings,198,Mumbai Indians,186
1304068,2022,22,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Runs,S Dube,"RD Gaikwad,RV Uthappa,MM Ali,S Dube,RA Jadeja,MS Dhoni,AT Rayudu,DJ Bravo,CJ Jordan,M Theekshana,Mukesh Choudhary","F du Plessis,Anuj Rawat,V Kohli,GJ Maxwell,Shahbaz Ahmed,SS Prabhudessai,KD Karthik,PWH de Silva,Akash Deep,Mohammed Siraj,JR Hazlewood",Chennai Super Kings,216,Royal Challengers Bangalore,193
1304067,2022,21,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Wickets,KS Williamson,"MS Wade,Shubman Gill,B Sai Sudharsan,HH Pandya,DA Miller,A Manohar,R Tewatia,Rashid Khan,DG Nalkande,Mohammed Shami,LH Ferguson","Abhishek Sharma,KS Williamson,RA Tripathi,N Pooran,AK Markram,Shashank Singh,Washington Sundar,M Jansen,B Kumar,T Natarajan,Umran Malik",Gujarat Titans,162,Sunrisers Hyderabad,168
1304066,2022,20,"Wankhede Stadium, Mumbai",Rajasthan Royals,Runs,YS Chahal,"JC Buttler,D Padikkal,SV Samson,HE van der Dussen,SO Hetmyer,R Ashwin,R Parag,TA Boult,YS Chahal,KR Sen,M Prasidh Krishna","KL Rahul,Q de Kock,K Gowtham,JO Holder,DJ Hooda,A Badoni,KH Pandya,MP Stoinis,PVD Chameera,Avesh Khan,Ravi Bishnoi",Rajasthan Royals,165,Lucknow Super Giants,162
1304065,2022,19,"Brabourne Stadium, Mumbai",Delhi Capitals,Runs,Kuldeep Yadav,"PP Shaw,DA Warner,RR Pant,Lalit Yadav,R Powell,AR Patel,SN Thakur,SN Khan,Kuldeep Yadav,Mustafizur Rahman,KK Ahmed","AM Rahane,VR Iyer,SS Iyer,N Rana,AD Russell,SW Billings,PJ Cummins,SP Narine,UT Yadav,Rasikh Salam,CV Varun",Delhi Capitals,215,Kolkata Knight Riders,171
1304064,2022,18,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Wickets,Anuj Rawat,"Ishan Kishan,RG Sharma,D Brevis,SA Yadav,Tilak Varma,KA Pollard,Ramandeep Singh,JD Unadkat,M Ashwin,JJ Bumrah,Basil Thampi","F du Plessis,Anuj Rawat,V Kohli,KD Karthik,GJ Maxwell,DJ Willey,Shahbaz Ahmed,PWH de Silva,HV Patel,Mohammed Siraj,Akash Deep",Mumbai Indians,151,Royal Challengers Bangalore,152
