id,Season,Match,Venue,Winner,Wonby,PlayerOfTheMatch,Team1Players,Team2Players,Team1,Team1Run,Team2,Team2run
501201,2011,4,Feroz Shah Kotla,Mumbai Indians,Wickets,SL Malinga,"DA Warner,V Sehwag,UBT Chand,AJ Finch,NV Ojha,Y Venugopal Rao,IK Pathan,RE van der Merwe,M Morkel,UT Yadav,AB Dinda","DJ Jacobs,SR Tendulkar,AT Rayudu,RG Sharma,KA Pollard,JEC Franklin,R Sathish,Harbhajan Singh,AG Murtaza,MM Patel,SL Malinga",Delhi Daredevils,95,Mumbai Indians,99
501200,2011,3,Nehru Stadium,Royal Challengers Bangalore,Wickets,AB de Villiers,"BB McCullum,VVS Laxman,DPMD Jayawardene,BJ Hodge,RA Jadeja,RV Gomez,PA Patel,M Muralitharan,R Vinay Kumar,RP Singh,S Sreesanth","MA Agarwal,TM Dilshan,V Kohli,AB de Villiers,SS Tiwary,AUK Pathan,CA Pujara,Z Khan,DL Vettori,DP Nannes,A Mithun",Kochi Tuskers Kerala,161,Royal Challengers Bangalore,162
501199,2011,2,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,Wickets,SK Trivedi,"S Dhawan,IR Jaggi,KC Sangakkara,B Chipli,JP Duminy,DT Christian,DB Ravi Teja,DW Steyn,A Mishra,I Sharma,PP Ojha","AG Paunikar,R Dravid,J Botha,LRPL Taylor,AS Raut,AL Menaria,A Singh,JDP Oram,SK Warne,SK Trivedi,STR Binny",Deccan Chargers,137,Rajasthan Royals,141
501198,2011,1,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Runs,S Anirudha,"S Anirudha,M Vijay,SK Raina,MS Dhoni,JA Morkel,SB Styris,S Badrinath,R Ashwin,SB Jakati,TG Southee,S Randiv","MS Bisla,JH Kallis,YK Pathan,MK Tiwary,EJG Morgan,G Gambhir,LR Shukla,R Bhatia,Iqbal Abdulla,L Balaji,S Ladda",Chennai Super Kings,153,Kolkata Knight Riders,151
419165,2010,Final,Dr DY Patil Sports Academy,Chennai Super Kings,Runs,SK Raina,"M Vijay,ML Hayden,SK Raina,S Badrinath,MS Dhoni,JA Morkel,S Anirudha,R Ashwin,SB Jakati,DE Bollinger,M Muralitharan","S Dhawan,SR Tendulkar,AM Nayar,Harbhajan Singh,AT Rayudu,SS Tiwary,JP Duminy,KA Pollard,Z Khan,SL Malinga,CRD Fernando",Chennai Super Kings,168,Mumbai Indians,146
419164,2010,3rd Place Play-Off,Dr DY Patil Sports Academy,Royal Challengers Bangalore,Wickets,A Kumble,"JH Kallis,R Dravid,KP Pietersen,RV Uthappa,V Kohli,CL White,B Akhil,P Kumar,A Kumble,ND Doshi,DW Steyn","AC Gilchrist,MD Mishra,Anirudh Singh,RG Sharma,A Symonds,DR Smith,Y Venugopal Rao,RJ Harris,R Sharma,Harmeet Singh,PP Ojha",Deccan Chargers,82,Royal Challengers Bangalore,86
419163,2010,Semi Final,Dr DY Patil Sports Academy,Chennai Super Kings,Runs,DE Bollinger,"M Vijay,ML Hayden,SK Raina,S Badrinath,MS Dhoni,JA Morkel,S Anirudha,R Ashwin,SB Jakati,DE Bollinger,M Muralitharan","AC Gilchrist,HH Gibbs,TL Suman,RG Sharma,A Symonds,MD Mishra,B Sumanth,RJ Harris,Harmeet Singh,RP Singh,PP Ojha",Chennai Super Kings,142,Deccan Chargers,104
419162,2010,Semi Final,Dr DY Patil Sports Academy,Mumbai Indians,Runs,KA Pollard,"JH Kallis,R Dravid,KP Pietersen,RV Uthappa,LRPL Taylor,V Kohli,MK Pandey,P Kumar,R Vinay Kumar,DW Steyn,A Kumble","S Dhawan,SR Tendulkar,AM Nayar,AT Rayudu,JP Duminy,SS Tiwary,KA Pollard,Harbhajan Singh,Z Khan,CRD Fernando,SL Malinga",Mumbai Indians,184,Royal Challengers Bangalore,149
419161,2010,56,Eden Gardens,Kolkata Knight Riders,Wickets,M Kartik,"SC Ganguly,BB McCullum,DJ Hussey,MK Tiwary,AD Mathews,CA Pujara,WP Saha,JD Unadkat,M Kartik,AB Dinda,SE Bond","AP Tare,S Dhawan,SS Tiwary,JP Duminy,R Sathish,DJ Bravo,AT Rayudu,STR Binny,R McLaren,AG Murtaza,CRD Fernando",Mumbai Indians,133,Kolkata Knight Riders,135
419160,2010,55,Feroz Shah Kotla,Sunrisers Hyderabad,Runs,A Symonds,"DA Warner,V Sehwag,TM Dilshan,G Gambhir,M Manhas,PD Collingwood,KD Karthik,A Mishra,A Nehra,DP Nannes,UT Yadav","AC Gilchrist,MD Mishra,TL Suman,RG Sharma,A Symonds,MR Marsh,B Sumanth,WPUJC Vaas,R Sharma,PP Ojha,Harmeet Singh",Deccan Chargers,145,Delhi Daredevils,134
419159,2010,54,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,Wickets,MS Dhoni,"DPMD Jayawardene,SE Marsh,KC Sangakkara,Yuvraj Singh,IK Pathan,K Goel,J Theron,RR Powar,PP Chawla,S Sohal,VRV Singh","M Vijay,ML Hayden,SK Raina,S Badrinath,MS Dhoni,JA Morkel,JM Kemp,R Ashwin,SB Jakati,DE Bollinger,S Tyagi",Kings XI Punjab,192,Chennai Super Kings,195
419158,2010,53,Eden Gardens,Kolkata Knight Riders,Wickets,JD Unadkat,"SC Ganguly,BB McCullum,CH Gayle,CA Pujara,MK Tiwary,AD Mathews,LR Shukla,JD Unadkat,M Kartik,AB Dinda,SE Bond","SR Watson,NV Ojha,YK Pathan,AJ Finch,AC Voges,AS Raut,P Dogra,FY Fazal,SK Warne,SK Trivedi,Kamran Khan",Rajasthan Royals,132,Kolkata Knight Riders,133
419157,2010,52,M Chinnaswamy Stadium,Mumbai Indians,Runs,R McLaren,"MK Pandey,JH Kallis,KP Pietersen,R Dravid,RV Uthappa,LRPL Taylor,V Kohli,DW Steyn,R Vinay Kumar,Pankaj Singh,A Kumble","R McLaren,SR Tendulkar,AT Rayudu,KA Pollard,JP Duminy,AM Nayar,SS Tiwary,AP Tare,Harbhajan Singh,Z Khan,CRD Fernando",Mumbai Indians,191,Royal Challengers Bangalore,134
419156,2010,51,Himachal Pradesh Cricket Association Stadium,Sunrisers Hyderabad,Wickets,RG Sharma,"DPMD Jayawardene,SE Marsh,KC Sangakkara,Yuvraj Singh,IK Pathan,K Goel,J Theron,RS Sodhi,PP Chawla,SJ Srivastava,VS Malik","AC Gilchrist,MD Mishra,TL Suman,RG Sharma,A Symonds,MR Marsh,B Sumanth,RP Singh,PP Ojha,RJ Harris,R Sharma",Kings XI Punjab,174,Deccan Chargers,178
419155,2010,50,"MA Chidambaram Stadium, Chepauk",Delhi Capitals,Wickets,G Gambhir,"M Vijay,ML Hayden,MS Dhoni,SK Raina,MEK Hussey,S Badrinath,JA Morkel,R Ashwin,L Balaji,DE Bollinger,SB Jakati","V Sehwag,DA Warner,TM Dilshan,G Gambhir,KD Karthik,M Manhas,PD Collingwood,A Mishra,A Nehra,DP Nannes,UT Yadav",Chennai Super Kings,112,Delhi Daredevils,113
419154,2010,49,Sawai Mansingh Stadium,Royal Challengers Bangalore,Wickets,KP Pietersen,"MJ Lumb,NV Ojha,AG Paunikar,SR Watson,AA Jhunjhunwala,YK Pathan,AC Voges,AS Raut,Kamran Khan,SK Warne,SK Trivedi","MK Pandey,JH Kallis,KP Pietersen,RV Uthappa,V Kohli,LRPL Taylor,R Dravid,R Vinay Kumar,Pankaj Singh,A Kumble,DW Steyn",Rajasthan Royals,130,Royal Challengers Bangalore,132
419153,2010,48,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Wickets,R Ashwin,"M Vijay,ML Hayden,SK Raina,S Anirudha,MS Dhoni,S Badrinath,JA Morkel,R Ashwin,SB Jakati,M Muralitharan,DE Bollinger","SC Ganguly,CH Gayle,BB McCullum,MK Tiwary,DJ Hussey,AD Mathews,WP Saha,LR Shukla,AB Agarkar,Iqbal Abdulla,AB Dinda",Kolkata Knight Riders,139,Chennai Super Kings,143
419152,2010,47,Brabourne Stadium,Mumbai Indians,Runs,KA Pollard,"C Madan,SR Tendulkar,SS Tiwary,AT Rayudu,JP Duminy,KA Pollard,DJ Bravo,Harbhajan Singh,AG Murtaza,Z Khan,CRD Fernando","DA Warner,V Sehwag,G Gambhir,KD Karthik,AB de Villiers,PD Collingwood,AB McDonald,A Mishra,PJ Sangwan,A Nehra,S Ladda",Mumbai Indians,183,Delhi Daredevils,144
419151,2010,46,"Vidarbha Cricket Association Stadium, Jamtha",Sunrisers Hyderabad,Runs,Harmeet Singh,"HH Gibbs,AC Gilchrist,TL Suman,RG Sharma,MD Mishra,A Symonds,RJ Harris,B Sumanth,RP Singh,PP Ojha,Harmeet Singh","MK Pandey,JH Kallis,R Dravid,RV Uthappa,LRPL Taylor,V Kohli,CL White,R Vinay Kumar,DW Steyn,A Kumble,KP Appanna",Deccan Chargers,151,Royal Challengers Bangalore,138
419150,2010,45,Sawai Mansingh Stadium,Mumbai Indians,Runs,SR Tendulkar,"MJ Lumb,NV Ojha,FY Fazal,SR Watson,AA Jhunjhunwala,AC Voges,YK Pathan,AS Raut,AP Dole,SK Warne,SK Trivedi","ST Jayasuriya,SR Tendulkar,AT Rayudu,SS Tiwary,JP Duminy,KA Pollard,R Sathish,DS Kulkarni,Harbhajan Singh,SL Malinga,Z Khan",Mumbai Indians,174,Rajasthan Royals,137
419149,2010,44,Feroz Shah Kotla,Punjab Kings,Wickets,PP Chawla,"DA Warner,V Sehwag,G Gambhir,PD Collingwood,KD Karthik,DL Vettori,M Manhas,R Bhatia,MF Maharoof,A Mishra,A Nehra","DPMD Jayawardene,IK Pathan,KC Sangakkara,Yuvraj Singh,AB Barath,J Theron,K Goel,RS Sodhi,PP Chawla,RR Powar,L Ablish",Delhi Daredevils,111,Kings XI Punjab,112
419148,2010,43,M Chinnaswamy Stadium,Royal Challengers Bangalore,Wickets,R Vinay Kumar,"S Sriram,JH Kallis,R Dravid,RV Uthappa,LRPL Taylor,CL White,V Kohli,R Vinay Kumar,P Kumar,A Kumble,DW Steyn","SC Ganguly,CH Gayle,BB McCullum,MK Tiwary,AD Mathews,WP Saha,CA Pujara,AB Agarkar,AB Dinda,I Sharma,BAW Mendis",Kolkata Knight Riders,160,Royal Challengers Bangalore,162
419147,2010,42,"Vidarbha Cricket Association Stadium, Jamtha",Sunrisers Hyderabad,Wickets,RJ Harris,"MD Mishra,AC Gilchrist,TL Suman,RG Sharma,A Symonds,DR Smith,B Sumanth,RP Singh,PP Ojha,RJ Harris,Harmeet Singh","M Vijay,ML Hayden,SK Raina,MS Dhoni,MEK Hussey,S Badrinath,R Ashwin,T Thushara,SB Jakati,DE Bollinger,S Tyagi",Chennai Super Kings,138,Deccan Chargers,139
419146,2010,41,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Wickets,KC Sangakkara,"AB Barath,DPMD Jayawardene,KC Sangakkara,Yuvraj Singh,IK Pathan,RS Sodhi,K Goel,PP Chawla,RR Powar,B Lee,L Ablish","S Dhawan,SR Tendulkar,AT Rayudu,SS Tiwary,JP Duminy,R Sathish,KA Pollard,Harbhajan Singh,R McLaren,Z Khan,SL Malinga",Mumbai Indians,154,Kings XI Punjab,158
419145,2010,40,M Chinnaswamy Stadium,Sunrisers Hyderabad,Wickets,TL Suman,"MK Pandey,JH Kallis,R Dravid,RV Uthappa,LRPL Taylor,V Kohli,CL White,P Kumar,R Vinay Kumar,A Kumble,DW Steyn","AC Gilchrist,MD Mishra,TL Suman,RG Sharma,A Symonds,Y Venugopal Rao,MR Marsh,RP Singh,PP Ojha,RJ Harris,Harmeet Singh",Royal Challengers Bangalore,184,Deccan Chargers,186
419144,2010,39,Eden Gardens,Kolkata Knight Riders,Runs,SC Ganguly,"SC Ganguly,CH Gayle,BB McCullum,MK Tiwary,AD Mathews,CA Pujara,WP Saha,AB Agarkar,Iqbal Abdulla,AB Dinda,BAW Mendis","DA Warner,V Sehwag,G Gambhir,PD Collingwood,KD Karthik,KM Jadhav,MF Maharoof,R Bhatia,DL Vettori,A Mishra,PJ Sangwan",Kolkata Knight Riders,181,Delhi Daredevils,167
419143,2010,38,Sawai Mansingh Stadium,Rajasthan Royals,Wickets,MJ Lumb,"MJ Lumb,NV Ojha,YK Pathan,SR Watson,FY Fazal,AA Jhunjhunwala,AC Voges,AS Raut,SK Warne,SK Trivedi,AP Dole","MS Bisla,DPMD Jayawardene,KC Sangakkara,Yuvraj Singh,IK Pathan,RS Bopara,PP Chawla,Bipul Sharma,J Theron,S Sreesanth,RR Powar",Kings XI Punjab,153,Rajasthan Royals,157
419142,2010,37,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Runs,SK Raina,"M Vijay,ML Hayden,SK Raina,MS Dhoni,MEK Hussey,S Badrinath,R Ashwin,SB Jakati,DE Bollinger,S Tyagi,T Thushara","S Dhawan,SR Tendulkar,SS Tiwary,AT Rayudu,DJ Bravo,KA Pollard,R Sathish,R McLaren,Harbhajan Singh,AN Ahmed,SL Malinga",Chennai Super Kings,165,Mumbai Indians,141
419141,2010,36,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,Runs,SK Warne,"VVS Laxman,AC Gilchrist,RG Sharma,A Symonds,Anirudh Singh,DR Smith,AA Bilakhia,RJ Harris,RP Singh,Harmeet Singh,PP Ojha","MJ Lumb,NV Ojha,FY Fazal,SR Watson,YK Pathan,AA Jhunjhunwala,AS Raut,SK Warne,M Morkel,AP Dole,SK Trivedi",Rajasthan Royals,159,Deccan Chargers,157
419139,2010,34,Eden Gardens,Punjab Kings,Wickets,DPMD Jayawardene,"SC Ganguly,CH Gayle,MK Tiwary,AD Mathews,DJ Hussey,CA Pujara,WP Saha,AB Agarkar,M Kartik,SE Bond,JD Unadkat","MS Bisla,DPMD Jayawardene,KC Sangakkara,Yuvraj Singh,RS Bopara,IK Pathan,J Theron,PP Chawla,SJ Srivastava,Bipul Sharma,RR Powar",Kolkata Knight Riders,200,Kings XI Punjab,204
419140,2010,35,Feroz Shah Kotla,Delhi Capitals,Runs,PD Collingwood,"DA Warner,V Sehwag,G Gambhir,PD Collingwood,KD Karthik,KM Jadhav,DL Vettori,R Bhatia,A Mishra,MF Maharoof,PJ Sangwan","JH Kallis,CL White,KP Pietersen,RV Uthappa,LRPL Taylor,V Kohli,R Dravid,R Vinay Kumar,A Mithun,A Kumble,KP Appanna",Delhi Daredevils,184,Royal Challengers Bangalore,147
419138,2010,33,Brabourne Stadium,Mumbai Indians,Runs,AT Rayudu,"S Dhawan,SR Tendulkar,SS Tiwary,DJ Bravo,AT Rayudu,KA Pollard,R Sathish,R McLaren,Harbhajan Singh,Z Khan,SL Malinga","HH Gibbs,AC Gilchrist,VVS Laxman,A Symonds,RG Sharma,MD Mishra,TL Suman,RJ Harris,R Sharma,Jaskaran Singh,PP Ojha",Mumbai Indians,178,Deccan Chargers,115
419137,2010,32,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Runs,M Vijay,"M Vijay,ML Hayden,SK Raina,JA Morkel,MS Dhoni,S Badrinath,S Anirudha,M Muralitharan,SB Jakati,DE Bollinger,S Tyagi","MJ Lumb,NV Ojha,YK Pathan,SR Watson,FY Fazal,AA Jhunjhunwala,AS Raut,S Narwal,SB Wagh,SK Warne,SW Tait",Chennai Super Kings,246,Rajasthan Royals,223
419136,2010,31,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Wickets,KP Pietersen,"SE Marsh,MS Bisla,KC Sangakkara,RS Bopara,Yuvraj Singh,IK Pathan,B Lee,PP Chawla,SJ Srivastava,Bipul Sharma,S Sreesanth","MK Pandey,JH Kallis,KP Pietersen,V Kohli,RV Uthappa,CL White,R Dravid,P Kumar,A Kumble,R Vinay Kumar,DW Steyn",Kings XI Punjab,181,Royal Challengers Bangalore,184
419135,2010,30,Eden Gardens,Kolkata Knight Riders,Runs,SC Ganguly,"SC Ganguly,CH Gayle,CA Pujara,MK Tiwary,DJ Hussey,AD Mathews,WP Saha,AB Agarkar,M Kartik,SE Bond,MB Parmar","HH Gibbs,AC Gilchrist,MD Mishra,A Symonds,RG Sharma,TL Suman,Y Venugopal Rao,Jaskaran Singh,KAJ Roach,Harmeet Singh,PP Ojha",Kolkata Knight Riders,181,Deccan Chargers,157
419134,2010,29,Feroz Shah Kotla,Delhi Capitals,Runs,KD Karthik,"DA Warner,V Sehwag,G Gambhir,PD Collingwood,KM Jadhav,KD Karthik,AB McDonald,A Mishra,MF Maharoof,S Ladda,UT Yadav","MJ Lumb,NV Ojha,FY Fazal,AA Jhunjhunwala,AC Voges,YK Pathan,P Dogra,SK Warne,S Narwal,SW Tait,SK Trivedi",Delhi Daredevils,188,Rajasthan Royals,121
419133,2010,28,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Wickets,M Vijay,"M Vijay,ML Hayden,SK Raina,MS Dhoni,JA Morkel,S Badrinath,C Ganapathy,MS Gony,M Muralitharan,T Thushara,SB Jakati","MK Pandey,JH Kallis,RV Uthappa,V Kohli,KP Pietersen,CL White,R Dravid,P Kumar,A Kumble,DW Steyn,R Vinay Kumar",Royal Challengers Bangalore,161,Chennai Super Kings,162
419132,2010,27,Brabourne Stadium,Mumbai Indians,Wickets,SL Malinga,"S Dhawan,SR Tendulkar,KA Pollard,SS Tiwary,AT Rayudu,DJ Bravo,R Sathish,Harbhajan Singh,R McLaren,Z Khan,SL Malinga","RS Bopara,SE Marsh,MS Bisla,DPMD Jayawardene,Yuvraj Singh,IK Pathan,B Lee,K Goel,PP Chawla,VS Malik,SJ Srivastava",Kings XI Punjab,163,Mumbai Indians,164
419131,2010,26,Feroz Shah Kotla,Delhi Capitals,Runs,DA Warner,"DA Warner,V Sehwag,G Gambhir,KD Karthik,PD Collingwood,KM Jadhav,AB McDonald,A Mishra,DP Nannes,UT Yadav,R Bhatia","CH Gayle,SC Ganguly,Mandeep Singh,MK Tiwary,DJ Hussey,AD Mathews,WP Saha,AB Agarkar,M Kartik,CK Langeveldt,I Sharma",Delhi Daredevils,177,Kolkata Knight Riders,137
419130,2010,25,Dr DY Patil Sports Academy,Mumbai Indians,Runs,Harbhajan Singh,"AC Gilchrist,MD Mishra,HH Gibbs,A Symonds,RG Sharma,TL Suman,Y Venugopal Rao,Jaskaran Singh,KAJ Roach,RP Singh,PP Ojha","S Dhawan,SR Tendulkar,DJ Bravo,SS Tiwary,AT Rayudu,R Sathish,KA Pollard,R McLaren,Harbhajan Singh,Z Khan,SL Malinga",Mumbai Indians,172,Deccan Chargers,131
419129,2010,24,"Sardar Patel Stadium, Motera",Rajasthan Royals,Runs,NV Ojha,"MJ Lumb,NV Ojha,FY Fazal,YK Pathan,AC Voges,AA Jhunjhunwala,P Dogra,S Narwal,SK Warne,SW Tait,SK Trivedi","M Vijay,ML Hayden,SK Raina,MS Dhoni,S Badrinath,JA Morkel,KB Arun Karthik,T Thushara,Joginder Sharma,M Muralitharan,SB Jakati",Rajasthan Royals,177,Chennai Super Kings,160
419127,2010,23,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Runs,MK Tiwary,"RS Bopara,Yuvraj Singh,MS Bisla,KC Sangakkara,DPMD Jayawardene,IK Pathan,K Goel,B Lee,PP Chawla,SJ Srivastava,VS Malik","CH Gayle,SC Ganguly,Mandeep Singh,MK Tiwary,DJ Hussey,AD Mathews,WP Saha,SE Bond,AB Agarkar,AB Dinda,Iqbal Abdulla",Kolkata Knight Riders,183,Kings XI Punjab,144
419126,2010,22,"Sardar Patel Stadium, Motera",Rajasthan Royals,Wickets,YK Pathan,"MJ Lumb,NV Ojha,YK Pathan,FY Fazal,AC Voges,AA Jhunjhunwala,P Dogra,SK Warne,S Narwal,SK Trivedi,SW Tait","AC Gilchrist,VVS Laxman,HH Gibbs,A Symonds,RG Sharma,TL Suman,Y Venugopal Rao,WPUJC Vaas,R Sharma,RP Singh,PP Ojha",Deccan Chargers,148,Rajasthan Royals,151
419125,2010,21,"Brabourne Stadium, Mumbai",Mumbai Indians,Wickets,SR Tendulkar,"PA Patel,ML Hayden,SK Raina,S Badrinath,MS Dhoni,JA Morkel,NLTC Perera,Joginder Sharma,L Balaji,M Muralitharan,SB Jakati","S Dhawan,SR Tendulkar,SS Tiwary,R Sathish,KA Pollard,DJ Bravo,R McLaren,AP Tare,Harbhajan Singh,Z Khan,SL Malinga",Chennai Super Kings,180,Mumbai Indians,181
419128,2010,20,M Chinnaswamy Stadium,Delhi Capitals,Runs,KM Jadhav,"MK Pandey,JH Kallis,RV Uthappa,R Dravid,EJG Morgan,V Kohli,MV Boucher,R Vinay Kumar,P Kumar,DW Steyn,A Kumble","DA Warner,V Sehwag,AB de Villiers,KD Karthik,KM Jadhav,AB McDonald,M Manhas,A Mishra,DP Nannes,UT Yadav,PJ Sangwan",Delhi Daredevils,183,Royal Challengers Bangalore,166
419124,2010,19,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Runs,AC Voges,"RS Bopara,KC Sangakkara,MS Bisla,Yuvraj Singh,DPMD Jayawardene,IK Pathan,M Kaif,PP Chawla,J Theron,S Sreesanth,SJ Srivastava","MJ Lumb,NV Ojha,FY Fazal,YK Pathan,AC Voges,P Dogra,AA Jhunjhunwala,SK Warne,MM Patel,SK Trivedi,SW Tait",Rajasthan Royals,183,Kings XI Punjab,152
419123,2010,18,M Chinnaswamy Stadium,Royal Challengers Bangalore,Runs,RV Uthappa,"MK Pandey,JH Kallis,R Dravid,RV Uthappa,V Kohli,EJG Morgan,MV Boucher,P Kumar,A Kumble,DW Steyn,R Vinay Kumar","PA Patel,ML Hayden,GJ Bailey,SK Raina,M Vijay,S Badrinath,JA Morkel,R Ashwin,L Balaji,M Muralitharan,S Tyagi",Royal Challengers Bangalore,171,Chennai Super Kings,135
419122,2010,17,Brabourne Stadium,Mumbai Indians,Wickets,SR Tendulkar,"S Dhawan,SR Tendulkar,SS Tiwary,KA Pollard,R Sathish,AP Tare,DJ Bravo,R McLaren,Harbhajan Singh,Z Khan,SL Malinga","CH Gayle,SC Ganguly,OA Shah,AD Mathews,CA Pujara,Mandeep Singh,WP Saha,M Kartik,Harpreet Singh,SE Bond,I Sharma",Kolkata Knight Riders,155,Mumbai Indians,156
419121,2010,16,"MA Chidambaram Stadium, Chepauk",Punjab Kings,SuperOver,J Theron,"PA Patel,ML Hayden,SK Raina,M Vijay,S Badrinath,JA Morkel,MS Gony,R Ashwin,JM Kemp,L Balaji,M Muralitharan","RS Bopara,IK Pathan,KC Sangakkara,DPMD Jayawardene,Yuvraj Singh,M Kaif,MS Bisla,PP Chawla,J Theron,RR Powar,SJ Srivastava",Kings XI Punjab,136,Chennai Super Kings,136
419120,2010,15,Barabati Stadium,Sunrisers Hyderabad,Runs,A Symonds,"MD Mishra,AC Gilchrist,HH Gibbs,A Symonds,RG Sharma,TL Suman,Y Venugopal Rao,WPUJC Vaas,R Sharma,PP Ojha,RP Singh","DA Warner,V Sehwag,AB de Villiers,KD Karthik,M Manhas,MC Henriques,Y Nagar,A Mishra,UT Yadav,S Ladda,DP Nannes",Deccan Chargers,171,Delhi Daredevils,161
419119,2010,14,Brabourne Stadium,Royal Challengers Bangalore,Wickets,JH Kallis,"ST Jayasuriya,SR Tendulkar,AP Tare,SS Tiwary,AT Rayudu,DJ Bravo,R Sathish,KA Pollard,Harbhajan Singh,Z Khan,SL Malinga","MK Pandey,JH Kallis,RV Uthappa,V Kohli,EJG Morgan,R Dravid,MV Boucher,P Kumar,A Kumble,DW Steyn,R Vinay Kumar",Mumbai Indians,151,Royal Challengers Bangalore,155
419118,2010,13,"Sardar Patel Stadium, Motera",Rajasthan Royals,Runs,AA Jhunjhunwala,"MJ Lumb,NV Ojha,FY Fazal,AA Jhunjhunwala,YK Pathan,AC Voges,P Dogra,SK Warne,MM Patel,SK Trivedi,SW Tait","MK Tiwary,BJ Hodge,CA Pujara,SC Ganguly,OA Shah,AD Mathews,WP Saha,M Kartik,AB Dinda,SE Bond,I Sharma",Rajasthan Royals,168,Kolkata Knight Riders,134
419116,2010,11,Feroz Shah Kotla,Chennai Super Kings,Wickets,ML Hayden,"DA Warner,V Sehwag,TM Dilshan,KD Karthik,AB de Villiers,M Manhas,R Bhatia,A Mishra,PJ Sangwan,DP Nannes,UT Yadav","PA Patel,ML Hayden,S Badrinath,SK Raina,JA Morkel,JM Kemp,M Vijay,R Ashwin,L Balaji,M Muralitharan,Joginder Sharma",Delhi Daredevils,185,Chennai Super Kings,190
419117,2010,12,Barabati Stadium,Sunrisers Hyderabad,Runs,A Symonds,"AC Gilchrist,VVS Laxman,HH Gibbs,A Symonds,RG Sharma,Anirudh Singh,TL Suman,WPUJC Vaas,Jaskaran Singh,RP Singh,PP Ojha","RS Bopara,MS Bisla,KC Sangakkara,Yuvraj Singh,DPMD Jayawardene,AB Barath,IK Pathan,PP Chawla,Bipul Sharma,S Sreesanth,SJ Srivastava",Deccan Chargers,170,Kings XI Punjab,164
419115,2010,10,M Chinnaswamy Stadium,Royal Challengers Bangalore,Wickets,JH Kallis,"MK Pandey,JH Kallis,RV Uthappa,V Kohli,R Dravid,EJG Morgan,MV Boucher,P Kumar,A Kumble,DW Steyn,R Vinay Kumar","NV Ojha,MJ Lumb,DR Martyn,AA Jhunjhunwala,YK Pathan,P Dogra,S Narwal,SK Warne,M Morkel,MM Patel,SK Trivedi",Rajasthan Royals,92,Royal Challengers Bangalore,93
419114,2010,9,Feroz Shah Kotla,Mumbai Indians,Runs,SR Tendulkar,"TM Dilshan,V Sehwag,AB de Villiers,MF Maharoof,KD Karthik,M Manhas,A Mishra,PJ Sangwan,S Ladda,DP Nannes,G Gambhir","ST Jayasuriya,SR Tendulkar,AP Tare,SS Tiwary,AT Rayudu,KA Pollard,DJ Bravo,R Sathish,Harbhajan Singh,Z Khan,SL Malinga",Mumbai Indians,218,Delhi Daredevils,120
419113,2010,8,Eden Gardens,Chennai Super Kings,Runs,MS Dhoni,"BJ Hodge,MK Tiwary,SC Ganguly,WP Saha,OA Shah,AD Mathews,LR Shukla,RS Gavaskar,SE Bond,M Kartik,I Sharma","M Vijay,ML Hayden,SK Raina,S Badrinath,MS Dhoni,JM Kemp,JA Morkel,R Ashwin,L Balaji,M Muralitharan,MS Gony",Chennai Super Kings,164,Kolkata Knight Riders,109
419112,2010,7,M Chinnaswamy Stadium,Royal Challengers Bangalore,Wickets,JH Kallis,"MK Pandey,JH Kallis,RV Uthappa,V Kohli,R Dravid,EJG Morgan,MV Boucher,P Kumar,A Kumble,DW Steyn,R Vinay Kumar","RS Bopara,MS Bisla,Yuvraj Singh,DPMD Jayawardene,IK Pathan,KC Sangakkara,M Kaif,PP Chawla,Bipul Sharma,YA Abdulla,S Sreesanth",Kings XI Punjab,203,Royal Challengers Bangalore,204
419111,2010,6,"Sardar Patel Stadium, Motera",Delhi Capitals,Wickets,V Sehwag,"SA Asnodkar,GC Smith,NV Ojha,YK Pathan,AA Jhunjhunwala,P Dogra,AD Mascarenhas,A Uniyal,SK Warne,SW Tait,MM Patel","G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,KD Karthik,M Manhas,MF Maharoof,A Mishra,S Ladda,PJ Sangwan,DP Nannes",Rajasthan Royals,141,Delhi Daredevils,142
419109,2010,4,Eden Gardens,Kolkata Knight Riders,Wickets,MK Tiwary,"BJ Hodge,MK Tiwary,SC Ganguly,CA Pujara,OA Shah,RS Gavaskar,AD Mathews,WP Saha,M Kartik,CK Langeveldt,I Sharma","JH Kallis,SP Goswami,MK Pandey,V Kohli,EJG Morgan,R Dravid,RV Uthappa,RE van der Merwe,P Kumar,A Kumble,DW Steyn",Royal Challengers Bangalore,135,Kolkata Knight Riders,136
